repo_name,commit,message,Is_Positive,Is_Negative,Justification,Certain,Comment,Sampling
tprrt/linux-stable,84cb8eb26cb9ce3c79928094962a475a9d850a53,"net: sched: action_ife: take reference to meta module

Recent refactoring of add_metainfo() caused use_all_metadata() to add
metainfo to ife action metalist without taking reference to module. This
causes warning in module_put called from ife action cleanup function.

Implement add_metainfo_and_get_ops() function that returns with reference
to module taken if metainfo was added successfully, and call it from
use_all_metadata(), instead of calling __add_metainfo() directly.

Example warning:

[  646.344393] WARNING: CPU: 1 PID: 2278 at kernel/module.c:1139 module_put+0x1cb/0x230
[  646.352437] Modules linked in: act_meta_skbtcindex act_meta_mark act_meta_skbprio act_ife ife veth nfsv3 nfs fscache xt_CHECKSUM iptable_mangle ipt_MASQUERADE iptable_nat nf_nat_ipv4 nf_nat xt_conntrack nf_conntrack nf_defrag_ipv6 nf_defrag_ipv4 libcrc32c tun ebtable_filter ebtables ip6table_filter ip6_tables bridge stp llc mlx5_ib ib_uverbs ib_core intel_rapl sb_edac x86_pkg_temp_thermal mlx5_core coretemp kvm_intel kvm nfsd igb irqbypass crct10dif_pclmul devlink crc32_pclmul mei_me joydev ses crc32c_intel enclosure auth_rpcgss i2c_algo_bit ioatdma ptp mei pps_core ghash_clmulni_intel iTCO_wdt iTCO_vendor_support pcspkr dca ipmi_ssif lpc_ich target_core_mod i2c_i801 ipmi_si ipmi_devintf pcc_cpufreq wmi ipmi_msghandler nfs_acl lockd acpi_pad acpi_power_meter grace sunrpc mpt3sas raid_class scsi_transport_sas
[  646.425631] CPU: 1 PID: 2278 Comm: tc Not tainted 4.19.0-rc1+ #799
[  646.432187] Hardware name: Supermicro SYS-2028TP-DECR/X10DRT-P, BIOS 2.0b 03/30/2017
[  646.440595] RIP: 0010:module_put+0x1cb/0x230
[  646.445238] Code: f3 66 94 02 e8 26 ff fa ff 85 c0 74 11 0f b6 1d 51 30 94 02 80 fb 01 77 60 83 e3 01 74 13 65 ff 0d 3a 83 db 73 e9 2b ff ff ff <0f> 0b e9 00 ff ff ff e8 59 01 fb ff 85 c0 75 e4 48 c7 c2 20 62 6b
[  646.464997] RSP: 0018:ffff880354d37068 EFLAGS: 00010286
[  646.470599] RAX: 0000000000000000 RBX: ffffffffc0a52518 RCX: ffffffff8c2668db
[  646.478118] RDX: 0000000000000003 RSI: dffffc0000000000 RDI: ffffffffc0a52518
[  646.485641] RBP: ffffffffc0a52180 R08: fffffbfff814a4a4 R09: fffffbfff814a4a3
[  646.493164] R10: ffffffffc0a5251b R11: fffffbfff814a4a4 R12: 1ffff1006a9a6e0d
[  646.500687] R13: 00000000ffffffff R14: ffff880362bab890 R15: dead000000000100
[  646.508213] FS:  00007f4164c99800(0000) GS:ffff88036fe40000(0000) knlGS:0000000000000000
[  646.516961] CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033
[  646.523080] CR2: 00007f41638b8420 CR3: 0000000351df0004 CR4: 00000000001606e0
[  646.530595] Call Trace:
[  646.533408]  ? find_symbol_in_section+0x260/0x260
[  646.538509]  tcf_ife_cleanup+0x11b/0x200 [act_ife]
[  646.543695]  tcf_action_cleanup+0x29/0xa0
[  646.548078]  __tcf_action_put+0x5a/0xb0
[  646.552289]  ? nla_put+0x65/0xe0
[  646.555889]  __tcf_idr_release+0x48/0x60
[  646.560187]  tcf_generic_walker+0x448/0x6b0
[  646.564764]  ? tcf_action_dump_1+0x450/0x450
[  646.569411]  ? __lock_is_held+0x84/0x110
[  646.573720]  ? tcf_ife_walker+0x10c/0x20f [act_ife]
[  646.578982]  tca_action_gd+0x972/0xc40
[  646.583129]  ? tca_get_fill.constprop.17+0x250/0x250
[  646.588471]  ? mark_lock+0xcf/0x980
[  646.592324]  ? check_chain_key+0x140/0x1f0
[  646.596832]  ? debug_show_all_locks+0x240/0x240
[  646.601839]  ? memset+0x1f/0x40
[  646.605350]  ? nla_parse+0xca/0x1a0
[  646.609217]  tc_ctl_action+0x215/0x230
[  646.613339]  ? tcf_action_add+0x220/0x220
[  646.617748]  rtnetlink_rcv_msg+0x56a/0x6d0
[  646.622227]  ? rtnl_fdb_del+0x3f0/0x3f0
[  646.626466]  netlink_rcv_skb+0x18d/0x200
[  646.630752]  ? rtnl_fdb_del+0x3f0/0x3f0
[  646.634959]  ? netlink_ack+0x500/0x500
[  646.639106]  netlink_unicast+0x2d0/0x370
[  646.643409]  ? netlink_attachskb+0x340/0x340
[  646.648050]  ? _copy_from_iter_full+0xe9/0x3e0
[  646.652870]  ? import_iovec+0x11e/0x1c0
[  646.657083]  netlink_sendmsg+0x3b9/0x6a0
[  646.661388]  ? netlink_unicast+0x370/0x370
[  646.665877]  ? netlink_unicast+0x370/0x370
[  646.670351]  sock_sendmsg+0x6b/0x80
[  646.674212]  ___sys_sendmsg+0x4a1/0x520
[  646.678443]  ? copy_msghdr_from_user+0x210/0x210
[  646.683463]  ? lock_downgrade+0x320/0x320
[  646.687849]  ? debug_show_all_locks+0x240/0x240
[  646.692760]  ? do_raw_spin_unlock+0xa2/0x130
[  646.697418]  ? _raw_spin_unlock+0x24/0x30
[  646.701798]  ? __handle_mm_fault+0x1819/0x1c10
[  646.706619]  ? __pmd_alloc+0x320/0x320
[  646.710738]  ? debug_show_all_locks+0x240/0x240
[  646.715649]  ? restore_nameidata+0x7b/0xa0
[  646.720117]  ? check_chain_key+0x140/0x1f0
[  646.724590]  ? check_chain_key+0x140/0x1f0
[  646.729070]  ? __fget_light+0xbc/0xd0
[  646.733121]  ? __sys_sendmsg+0xd7/0x150
[  646.737329]  __sys_sendmsg+0xd7/0x150
[  646.741359]  ? __ia32_sys_shutdown+0x30/0x30
[  646.746003]  ? up_read+0x53/0x90
[  646.749601]  ? __do_page_fault+0x484/0x780
[  646.754105]  ? do_syscall_64+0x1e/0x2c0
[  646.758320]  do_syscall_64+0x72/0x2c0
[  646.762353]  entry_SYSCALL_64_after_hwframe+0x49/0xbe
[  646.767776] RIP: 0033:0x7f4163872150
[  646.771713] Code: 8b 15 3c 7d 2b 00 f7 d8 64 89 02 48 c7 c0 ff ff ff ff eb cd 66 0f 1f 44 00 00 83 3d b9 d5 2b 00 00 75 10 b8 2e 00 00 00 0f 05 <48> 3d 01 f0 ff ff 73 31 c3 48 83 ec 08 e8 be cd 00 00 48 89 04 24
[  646.791474] RSP: 002b:00007ffdef7d6b58 EFLAGS: 00000246 ORIG_RAX: 000000000000002e
[  646.799721] RAX: ffffffffffffffda RBX: 0000000000000024 RCX: 00007f4163872150
[  646.807240] RDX: 0000000000000000 RSI: 00007ffdef7d6bd0 RDI: 0000000000000003
[  646.814760] RBP: 000000005b8b9482 R08: 0000000000000001 R09: 0000000000000000
[  646.822286] R10: 00000000000005e7 R11: 0000000000000246 R12: 00007ffdef7dad20
[  646.829807] R13: 0000000000000000 R14: 0000000000000000 R15: 0000000000679bc0
[  646.837360] irq event stamp: 6083
[  646.841043] hardirqs last  enabled at (6081): [<ffffffff8c220a7d>] __call_rcu+0x17d/0x500
[  646.849882] hardirqs last disabled at (6083): [<ffffffff8c004f06>] trace_hardirqs_off_thunk+0x1a/0x1c
[  646.859775] softirqs last  enabled at (5968): [<ffffffff8d4004a1>] __do_softirq+0x4a1/0x6ee
[  646.868784] softirqs last disabled at (6082): [<ffffffffc0a78759>] tcf_ife_cleanup+0x39/0x200 [act_ife]
[  646.878845] ---[ end trace b1b8c12ffe51e657 ]---

Fixes: 5ffe57da29b3 (""act_ife: fix a potential deadlock"")
Signed-off-by: Vlad Buslov <54be81a48e9a5a75ab4c8e4b52484e0a826a2298@mellanox.com>
Acked-by: Cong Wang <0f114804888b88d50037b04b42e57b858d851b87@gmail.com>
Signed-off-by: David S. Miller <fe08d3c717adf2ae63592e4c9aec6e3e404d8e3e@davemloft.net>
",FALSE,FALSE,"context less ""grace""",,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
genome/genome,0fd5d848686211af533b0791bb33afc39fe9368e,"add new best_guess_date sub for sorting software result
",FALSE,FALSE,best as subject,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
wagtail/wagtail,1b7a3f045bf7a23ef993d136b481f22258c4a778,"Refactor try-catch block by limiting code in the try block

Always good to know which line will raise an exception and limit the try block to that statement
",TRUE,FALSE,good to know,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
JohnstonCode/svn-scm,f276b45a6222f6d8c4bafa477aabbc9a1099a0f0,"chore: Added prettier config for eslint (#807)

",TRUE,FALSE,prettier,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
nedbat/coveragepy,7dd0e1ec7abda0f8f9609c10f988792b26a1768e,"One more fine point of error handling in the C extension.
",FALSE,FALSE,fine point,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
slidewiki/slidewiki-platform,3b18ee9489dee2acb48b2248ebc9df0ddae197cb,"Merge branch 'master' into SWIK-2135_Include_friendly_urls_everywhere
",FALSE,FALSE,friendly_urls,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
Parsl/parsl,f6ad3a272fa3d62e72ac3b7c402e25f079d4ab98,"Remove use of 'noci' pytest marker (#1230)

This leaves the marker implementation in case it is needed in the
future, but removes its use in favor of implementing a
`pytest_ignore_collect` function in `conftest.py`. The advantage of this
is it removes the need to append each pytest invocation with `-k not
noci`, which is needed by definition. The disadvantage is that, since we
mix pytest and non-pytest tests in the testing directory, this
obfuscates which tests will be ignored by pytest.
",TRUE,FALSE,advantage,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
moodle/moodle,02f504729a4dea6e6cce9565b8f2647f74e4d0b3,"MDL-52154 lti: fix string errors

Thanks to Helen
",TRUE,FALSE,thanks,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
tsitu/MH-Tools,429089189522f1400becf17383ba514fdac6423f,"Minor renaming of Best Setup bookmarklet links
",FALSE,FALSE,Best setup,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
tprrt/linux-stable,100d26e8ce65f33d229912be3bc563a93a786186,"soc: qcom: smem: initialize region struct only when successful

Hold off initializing anything for the array entry representing a
memory region in qcom_smem_map_memory() until we know we've
successfully mapped it.

Signed-off-by: Alex Elder <f429030cf5c0faf36fac3d102073b6e63a647baa@linaro.org>
Signed-off-by: Andy Gross <4ba87047449f5700e8758e3b1af36e94376c2fff@linaro.org>
",FALSE,TRUE,succesful depoly,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
openstack-infra/project-config,928765eacd4ea61ac3f95909a583d8ff86ebf768,"Remove temporary hack for translated releasenotes

The releasenotes conf.py files are fine now, we can remove the hack.

Instead test that the file is setup correctly and fail if not - that way
new projects *with* translations are forced to do this properly.

Change-Id: I38fdfac852c0b3007814d66f3c7cab87d6207c8c
",TRUE,FALSE,properly,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
google/llvm-propeller,fb2398d0c43405a6b654c80560e38fb3ccd134b9,"Make the clang module container format selectable from the command line.
- introduces a new cc1 option -fmodule-format=[raw,obj]
  with 'raw' being the default
- supports arbitrary module container formats that libclang is agnostic to
- adds the format to the module hash to avoid collisions
- splits the old PCHContainerOperations into PCHContainerWriter and
  a PCHContainerReader.

Thanks to Richard Smith for reviewing this patch!

llvm-svn: 242499
",TRUE,FALSE,thanks,,,10_jan_2021_pos_hits_b471e816b55e8356a2d4c2ea3dcc851c68794f21
udevbe/greenfield,039f3495c5d3deb025e3fdfacb48b702445714a6,"make entries a bit nicer
",TRUE,FALSE,nicer,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
AshamaneProject/AshamaneCore,655b04bb9b4bd6b68be36274e1632891a29012cb,DB/Waypoints: Pathing for Unending Voidwraith at Manaforge Ultrus. Only Visual but nice to have done :),TRUE,FALSE,nicer,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
deivid-rodriguez/byebug,8d6442284bb925f577c2936e9cf1cd00d274f262,"Encourage users to use at least 2.0.0-p247 to prevent #5
",FALSE,FALSE,encourage users,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
alphagov/rummager,029b3c675d5f62f90f46cb55c7314e39e923fd0d,"Learning To Rank

Trello: https://trello.com/c/P3pynH7k/1092-spike-validate-learn-to-rank

This spike demonstrates how we can implement [Learning To Rank](https://en.wikipedia.org/wiki/Learning_to_rank)
using Tensorflow’s [ranking module](https://github.com/tensorflow/ranking).

The spike is functional, but not ready for merge.

Contents:

1. What is Learning To Rank?
2. Implementation
3. Results
4. Next steps

What is Learning To Rank?

Learning To Rank (LTR) for our use case is the application of machine learning
to create a ranking model that can be used to improve search relevance.

This is a common approach for advanced search applications.

There is a good explanation on what LTR is here:

- https://elasticsearch-learning-to-rank.readthedocs.io/en/latest/core-concepts.html
- https://opensourceconnections.com/blog/2017/02/24/what-is-learning-to-rank/

It is easiest to explain with an example:

Say you searched for 'Harry Potter'. Search API might return
the following results:

1. HMRC Sign in
2. Harry Potter World
3. Pottery barn
4. Harry Potter

These are not good results.

How do we improve search results currently?

Our approach now would be to manually rank these results,
giving them a score of between 0-3 (0 being irrelevant, 3 being
completely relevant):

```
query         rating    document
harry potter  0         HMRC Sign in
harry potter  2         Harry Potter World
harry potter  0         Pottery barn
harry potter  3         Harry Potter
```

These judgements are an expression of the ideal ordering.

We can then use nDCG to tell us how good the results are.
We might get a score of 0.3 for this result (from 0 to 1).

We could then investigate why the results are bad. Perhaps
there is a best bet. Or popularity might be pushing HMRC
docs. We can fix these things, then re-run nDCG, and
we might get 0.7 for this query. Good stuff.

This works, but doesn't scale well. Eventually this process
becomes a game of whack-a-mole. If we downgrade popularity
boosting, then this query might have better results, but
other queries might have worse results.

Hand-tuning relevance doesn't work very well because
field boosts are complex, and difficult to maintain.

Learning to Rank makes tuning relevance:

- automatable
- scalable
- more successful
- more maintainable (arguable)

LTR won't make relevance tuning easier. But it could make search
results more relevant.

How do we improve search results with Learn To Rank?

The end goal is to make search results more relevant, without
manually increasing the boost of a field.

We would go through the same process of rating the search results:

```
harry potter  0         Pottery barn
harry potter  3         Harry Potter
...
```

However, after doing this, we would train a model with this data
to rank the results better. The model would optimise for nDCG.

We would provide the model features, such as the fields we boost on.

For example, take the SVM dataset below for the query 'harry potter' (qid:1)

```
0 qid:1 popularity:0.3 title_score:0.2 description_score:0.3 recency:0.9 pagerank:5 ...
3 qid:1 popularity:0.1 title_score:0.6 description_score:0.7 recency:0.5 pagerank:2 ...
```

This data, in addition to many other graded query:document pairs
and their features can be used to train a model.

The model might learn that title and description scores are
slightly more useful that popularity and recency, and how much,
in certain circumstances.

Implementation

I chose to use [TensorFlow's ranking library](https://github.com/tensorflow/ranking)
for this.

TensorFlow is well supported, and the ranking library is under active
development.

I wanted to try https://github.com/o19s/elasticsearch-learning-to-rank, but
as we are using AWS Elasticsearch, we are not permitted to install custom plugins.

Architecture:

User searches
Search API pulls results out of Elasticsearch
Search API send results to LTR model served by TF Serving
LTR model returns results re-ranked
Search API returns results to user

The model is trained on implicit and explicit relevancy judgements. Ratings
are provided by manual raters and derived from user click data.

Features can added and improved on.

Notes on the code in this spike:

Within this spike there is a new module `LearnToRank` which contains
various utilities for training and using the ranking model.

We needed to rewrite NDCG outside of Elasticsearch because the re-ranking
happens outside of ES.

`LearnToRank::Reranker` is called after the results have been extracted from
Elasticsearch, it calls the separate process serving the model which
re-ranks the results.

There is also a directory of scripts for training and serving the model.

Results

This spike contains a working MVP of a ranking model that can be
trained with relevancy judgements to re-rank results at query-time.

The results are positive. For our existing dataset (explicit relevancy
judgements) the model gets a higher score (9.2) compared to the original (0.89).
This was done on local data, we might see different results in e.g. integration.

For the combined dataset (explicit and implicit sourced from GA) we
get a score of 0.88 with the model and the same score without. The
model has a very slightly higher score (0.88265 vs 0.88011).

I think this demonstrates that with some more work (data/feature
engineering), the model can outperform our existing search algorithm.

The model uses ndcg as one of the measures by which it trains itself,
so it's not surprising that it can get a better score.

We were able to beat our existing search's ndcg score within a
few days. This doesn't mean that search is better, just better
by this metric with these relevancy judgements available.

In Bloomberg's talk on their project, they devote half of the talk
to discussion of how they made query performance better after implementing
LTR. I was worried that our search performance might also be hit.

The re-ranking model is very quick. TF Serving is production ready;
I think any performance bottlenecks will be in ruby and Elasticsearch.

I didn't notice a performance hit, but I haven't done proper testing of this.

The code is not much more complex. Architecturally the application is more
complex. It requires a separate process to be running. It requires some
knowledge of machine learning concepts and Learn To Rank from developers
and product managers.

It's harder to do, but will lead to better results. I am unclear whether
this lead to a harder to maintain application.

Pros:

- Potentially significant improvements to relevancy
- This is a well trodden path, as many orgs use LTR (Airbnb, Wikimedia,
  commercial search engines, Bloomberg, Yelp, etc.)

Cons:

- Added architectural complexity
- Harder to build and debug in contrast to hand-tuning

Next Steps:

Aside from making this more robust so that it is production ready,
I see two main areas for further development:

- Further research into how we should implement Learn To Rank
- Feature engineering
- Acquiring more/better relevancy judgements

The tasks would be aimed at making the model give more precise
relevancy predictions, should we decide to proceed with LTR.
",TRUE,FALSE,good stuff,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
conan-io/conan,59e983f6d542dba5cfa48cef952b23ff1143a5f7,"Feature/upload revisions (#4533)

* WIP

* layout of dev

* wip

* Removed versions

* working but not tested

* local

* Local, package failing because of none timestamp in PREV

* WIP

* search tests ok

* Fixing tests and small refactor

* renamed module

* review

* ISO in client, reviewed

* Fixing tests

* Fixing tests

* New tests about metadata being updated

* Review

* Time cleared on export/package

* Fix revisions list

* fixed test

* Unused import

* WIP

* Review

* Fixed test message assert

* Use env var instead of test client

* Cool testing framework and a lot of remove with revisions tests

* Remove tests revisions

* Drafting tests

* Test passing, a lot missing yet

* PENDING MANY TESTS

* some more tests

* Pending many tests

* Added more tests

* No revisions tests passing

* make BinariesAnalyzer the one responsible for the IDs

* remove build mode check

* Tests passing, only about 10 to complete

* changing how binary IDs are computed

* fixing tests

* refactoring tests

* binary ID belongs to graph Node

* working in graph

* Finished tests

* Upload package id not reference

* One more test

* SVN test

* IOError

* Fixing tests

* Fixing windows test with export package and package revisions

* Fixed test

* Pending migration

* Migration OK

* working...

* renaming conan->recipe

* Revisioning the revisions pull request

* CONAN_REVISIONS_ENABLED

* WIP

* Safer migration

* No revisions test

* V2 WIP

* WIP

* Review

* working except full_requires test broken

* WIP

* Rest routes

* Refactor routes

* Passing wihout revisions

* Removed time from metadata

* working but ConanInfo.full_requires test

* Passing tests

* Fixed more tests

* binary analyzer refactor

* Self review

* Imports

* small optimization of set_dirty(package_folder)

* Fixed rest api test

* Fixed slows

* Fixed py2 issue with exception translation with http codes

* rest api prepared revisions

* Dani and Diego review

* Fixing tests

* Review

* Imports

* draft refactor

* fixing restApi tests

* fixing tests

* do not ask more credentials than necessary

* renamed bid->package_id

* import and comment

* renamed test

* docs

* fixed revisions tests

* test to cover copy complete_recipe_sources

* fixed test without revisions

* review
",,,,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
bywatersolutions/bws-package,63b7017bd36c80a80fb6e66edf8ee538e1bb38ed,"Bug 19539: Fix column index shift in cirulation rules

This patch fixes an index shift introduced by bug 18857 when it introduced
a new column.

To test:
- On the Circulation and fine rules page
- Empty the value of 'Current on-site checkouts allowed' and save
- Notice 'Unlimited' shows on the saved rule.
- Click edit
=> FAIL: the 'Unlimited' string displays instead of the empty string on the editing row.
- Apply this patch
- Re-open the circ rules page
- Click edit
=> SUCCESS: An empty string fills the 'Unlimited' fields
- Sign off :-D

Signed-off-by: David Bourgault <david.bourgault@inlibro.com>

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@bugs.koha-community.org>

Signed-off-by: Kyle M Hall <kyle@bywatersolutions.com>

Signed-off-by: Jonathan Druart <90effa772b5c8a7a3420e6b7ea56e265888c5743@bugs.koha-community.org>
",FALSE,FALSE,fine rules,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
phacility/phabricator,15e6e2adea61f27431b1c8a4d2a4552a89fed6b1,"Update install_ubuntu.sh to the new age

Summary:
Ref T4200. Since the last time this script was written, Ubuntu has made lots of changes.
Try to keep up with those.

Test Plan:
Ran this on frash installs of Ubuntu 16.04 LTS and 18.04 LTS (Pre-release).
Got to see Phabricator running.

Reviewers: epriestley, #blessed_reviewers

Reviewed By: epriestley, #blessed_reviewers

Subscribers: amckinley, Korvin

Maniphest Tasks: T4200

Differential Revision: https://secure.phabricator.com/D19394
",FALSE,FALSE,#blessed_reviewers,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
Alfresco/alfresco-repository,dd26455cf4f7d77126b50cd07933b4530f277664,"Merged HEAD-BUG-FIX (5.0/Cloud) to HEAD (5.0/Cloud)
   84926: Merged PLATFORM1 (5.0/Cloud) to HEAD-BUG-FIX (5.0/Cloud)
      83488: ACE-2639. Added a natural ordering (alphabetical) to FacetablePropertyData to ensure predictable result ordering.


git-svn-id: 01653c09f76512ebba8fd589b05a699d8510a51f@85243 c4b6b30b-aa2e-2d43-bbcb-ca4b014f7261
",FALSE,FALSE,natural,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
dslutz/qemu,220c21474535d5a859bb10eff2e2be0a48a15694,"unicore32-softmmu: Add is_default setting for puv3 machine

This patch sets is_default to 1 for puv3 machine, so that
find_default_machine() returns puv3 machine.
Thanks Dunrong for pointing it out.

Cc: Dunrong Huang <0c36fce70fa0cd89087deb8b79831a4cea16f5ca@gmail.com>
Signed-off-by: Guan Xuetao <e3695cf74a76bd4528efcb62d7670a686738ecc1@mprc.pku.edu.cn>
Signed-off-by: Blue Swirl <71067387f5d06443b335a306002ce1c8e5bf2777@gmail.com>
",TRUE,FALSE,thanks,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
symfony/symfony,20cc065de0abf3c7cf4e3d095db2f86550fd9ced,"bug #27270 [Routing] Fix adding name prefix to canonical route names (ismail1432)

This PR was merged into the 4.1 branch.

Discussion
----------

[Routing] Fix adding name prefix to canonical route names

| Q             | A
| ------------- | ---
| Branch?       | 4.1 for bug fixes <!-- see below -->
| Bug fix?      | yes
| New feature?  |no <!-- don't forget to update src/**/CHANGELOG.md files -->
| BC breaks?    | no     <!-- see https://symfony.com/bc -->
| Deprecations? | no <!-- don't forget to update UPGRADE-*.md and src/**/CHANGELOG.md files -->
| Tests pass?   | yes    <!-- please add some, will be required by reviewers -->
| Fixed tickets | #27244    <!-- #-prefixed issue number(s), if any -->
| License       | MIT

This PR resolve the [bug](https://github.com/symfony/symfony/issues/27244) in the [prefix imported routes name](https://symfony.com/blog/new-in-symfony-4-1-prefix-imported-route-names) feature. Reviews are always welcomed moreover as I touch a key element ( the `_canonical_route` attribute ). I need an expert in the Routing component to avoid side effect
Thanks

Commits
-------

cb5ce8f32e fix bug when imported routes are prefixed
",TRUE,FALSE,thanks,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
Zarel/Pokemon-Showdown,fae8082cbb275f95deeda2c6e8c4c947157dc984,"Fixed problems with guessing

Users weren't able to guess more than once in a question giveaway because their current name was in their list of previous names.
http://prntscr.com/6c5r4p

Added a line of code to fix that problem. Thanks to Cranham (and maybe a few others too) for pointing this out originally, btw.",TRUE,FALSE,thanks,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
lede-project/source,d70ec3008d4cd0540a9f6c88fb7e786107f1679a,"ramips: specify ""firmware"" partition format

Specify firmware partition format by compatible string.

formats in ramips:

- denx,uimage
- tplink,firmware
- seama

It's unlikely but the firmware splitting might not work any longer for
the following boards, due to a custom header:

- EX2700: two uImage headers
- BR-6478AC-V2: edimax-header
- 3G-6200N: edimax-header
- 3G-6200NL: edimax-header
- BR-6475ND: edimax-header
- TEW-638APB-V2: umedia-header
- RT-N56U: mkrtn56uimg

But it rather looks like the uImage splitter is fine with the extra
header.

The following dts are not touched, due to lack of a compatible string in
the matching firmware splitter submodule:

- CONFIG_MTD_SPLIT_JIMAGE_FW
    DWR-116-A1.dts
    DWR-118-A2.dts
    DWR-512-B.dts
    DWR-921-C1.dts
    LR-25G001.dts
- CONFIG_MTD_SPLIT_TRX_FW
    WCR-1166DS.dts
    WSR-1166.dts
- CONFIG_MTD_SPLIT_MINOR_FW
    RBM11G.dts
    RBM33G.dts
- CONFIG_MTD_SPLIT_LZMA_FW
    AR670W.dts
- CONFIG_MTD_SPLIT_WRGG_FW
    DAP-1522-A1.dts

Signed-off-by: INAGAKI Hiroshi <638227ec0cbd67eab386b2e29d2c44a2415c7884@gmail.com>
",FALSE,FALSE,fine,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
f-droid/fdroiddata,842ce3e55a4fc82c68de2379b20d5c50be54184d,"Update CV of Cool Reader to 3.1.2-50 (870)
",FALSE,FALSE,cool reader,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
dmlc/tvm,0e189f01146c004f8a55840bb6c36d4449a25c34,"Fix tests for tflite unary elemwise operations (#4913)

* add TFLite version check for 'ceil' and 'cos'
* fix name check of test_op for positive inputs
* add error message for operator not found in the installed fbs schema",FALSE,FALSE,positive inputs,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
juju/juju,5a0ee391ca1b349f379f54fd9cbe6d7dca715e6f,"Merge pull request #6348 from kat-co/fix-1616200-misleading-err-msg

Corrects misleading error message when deploying

This addresses lp:1616200, with caveats.

Previously deploying a charm with an incorrect name would:
- Add the charm to the environment
- Display:

> ""ERROR bad charm URL in response: URL has invalid charm or bundle name: ""local:<series>/<charm>-<rev>""""

Subsequent deploys of the charm with an incorrect name would display:
> ERROR POST https://10.1.118.174:17070/model/ba258aba-b24d-497f-8a38-aebba03105ee/charms?revision=0&schema=local&series=xenial: bad charm URL in response: URL has invalid charm or bundle name: ""local:<series>/<charm>-<rev>""""

This patch corrects the chain of errors to have proper causes which implicitly corrects the error message to:
> cannot upload charm: name ""b_1605096"" not valid

or series, or whatever the case may be. However, because it fails faster, it takes a different path through the code. The bad charm won't be added to the `charms` mongo collection (good), but we now always see the verbose POST prepended in front of the error (bad).

To correct this properly, I think we should modify the juju/httprequest `Do` method. I plan on doing this in a subsequent patch.",FALSE,FALSE,charm as object,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
mozilla/addons-server,1c2f1f4973ee6b775f901666c488b17d3eaee96b,"Extract/compile script.  Today's lucky number is 12268.
",FALSE,FALSE,luky number,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
apache/airflow,40d2d6bc157ca8ff9e633d07782ccfe6a489bf3b,"Disable suppress_logs_and_warning in cli when debugging (#13180)

* Disable suppress_logs_and_warning in cli when debugging

In some cases commands like 'dags list' can be used for debug purposes.
The problem is that we are suppresing logs and warnings in some cases
to make the output nice and clean. This commit disable this functionality
if logging level is set to DEBUG.

* Add verbose flag

* fixup! Add verbose flag",TRUE,FALSE,nice and clean,,,11_jan_2021_pos_hits_3046a4e1379f977d45216ed66972258d698f8437
